Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AGM,2050,1,Prin of Fabrication,0.2,0.46,0.24,0.06,0.04,0.0,0.0,0.0,hunter massey,False,AGM-2050,2021
AGM,2050,1,Prin of Fabrication,0.2,0.46,0.24,0.06,0.04,0.0,0.0,0.0,hunter massey,False,AGM-2050,2021
AGM,2060,1,Machinery Management,0.3,0.57,0.08,0.0,0.05,0.0,0.0,0.0,hunter massey,False,AGM-2060,2021
AGM,2060,1,Machinery Management,0.3,0.57,0.08,0.0,0.05,0.0,0.0,0.0,hunter massey,False,AGM-2060,2021
AGM,2210,1,Land Measurements,0.49,0.35,0.11,0.06,0.0,0.0,0.0,0.0,brennan teddy,False,AGM-2210,2021
AGM,4020,1,Irrigation System Design,0.17,0.5,0.31,0.0,0.03,0.0,0.0,0.0,charles privette,False,AGM-4020,2021
AGM,4100,1,Precision Ag Tech,0.42,0.19,0.16,0.1,0.06,0.0,0.0,0.06,hunter massey,False,AGM-4100,2021
AGM,4100,1,Precision Ag Tech,0.42,0.19,0.16,0.1,0.06,0.0,0.0,0.06,hunter massey,False,AGM-4100,2021
AGM,4520,1,Mobile Power,0.29,0.42,0.23,0.0,0.06,0.0,0.0,0.0,ali bulent koc,False,AGM-4520,2021
AGM,4720,1,Capstone,0.47,0.16,0.37,0.0,0.0,0.0,0.0,0.0,aaron paul turner,False,AGM-4720,2021
AGRB,2020,1,Agricultural Economics,0.15,0.2,0.28,0.2,0.13,0.0,0.0,0.04,pedro vertino de queiroz,False,AGRB-2020,2021
AGRB,2050,1,Agriculture and Society,0.32,0.39,0.2,0.05,0.02,0.0,0.0,0.02,pedro vertino de queiroz,False,AGRB-2050,2021
AGRB,3080,1,Quant Agribusiness Analysi,0.47,0.16,0.16,0.16,0.06,0.0,0.0,0.0,gracie herrin,False,AGRB-3080,2021
AGRB,3190,1,Agribusiness Management,0.12,0.21,0.17,0.36,0.12,0.0,0.0,0.02,michael vassalos,False,AGRB-3190,2021
AGRB,3510,1,Prin of Agricultural Sales M,0.19,0.38,0.38,0.0,0.04,0.0,0.0,0.0,pedro vertino de queiroz,False,AGRB-3510,2021
AGRB,3570,1,Natural Resources Econom,0.21,0.25,0.17,0.15,0.12,0.0,0.0,0.1,david brian willis,False,AGRB-3570,2021
AGRB,4020,1,Production Economics,0.17,0.13,0.17,0.21,0.25,0.0,0.0,0.08,felipe de figueiredo silva,False,AGRB-4020,2021
AGRB,4080,1,Quant Agribusiness Analysi,0.17,0.28,0.28,0.17,0.06,0.0,0.0,0.06,anastasia hassett,False,AGRB-4080,2021
AGRB,4560,1,Prices,0.03,0.37,0.23,0.17,0.17,0.0,0.0,0.03,felipe de figueiredo silva,False,AGRB-4560,2021
AGRB,4570,1,"Natural Res Use, Tech & P",0.21,0.05,0.47,0.11,0.16,0.0,0.0,0.0,david brian willis,False,AGRB-4570,2021
AL,3490,400,Principles of Coaching,0.88,0.08,0.04,0.0,0.0,0.0,0.0,0.0,deborah jo cadorette,False,AL-3490,2021
AL,3490,401,Principles of Coaching,0.75,0.13,0.08,0.04,0.0,0.0,0.0,0.0,deborah jo cadorette,False,AL-3490,2021
AL,3490,402,Principles of Coaching,0.64,0.2,0.12,0.0,0.0,0.0,0.0,0.04,deborah jo cadorette,False,AL-3490,2021
AL,3490,403,Principles of Coaching,0.63,0.29,0.0,0.0,0.04,0.0,0.0,0.04,deborah jo cadorette,False,AL-3490,2021
AL,3490,404,Principles of Coaching,0.69,0.23,0.08,0.0,0.0,0.0,0.0,0.0,deborah jo cadorette,False,AL-3490,2021
AL,3490,406,Principles of Coaching,0.52,0.28,0.12,0.08,0.0,0.0,0.0,0.0,clyde keith connor,False,AL-3490,2021
AL,3490,407,Principles of Coaching,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,edmond fry,False,AL-3490,2021
AL,3490,408,Principles of Coaching,0.84,0.12,0.0,0.0,0.04,0.0,0.0,0.0,john plumblee,False,AL-3490,2021
AL,3490,409,Principles of Coaching,0.72,0.16,0.0,0.04,0.0,0.0,0.0,0.08,john plumblee,False,AL-3490,2021
AL,3490,410,Principles of Coaching,0.73,0.19,0.0,0.0,0.08,0.0,0.0,0.0,frank mezzanotte,False,AL-3490,2021
AL,3490,411,Principles of Coaching,0.85,0.08,0.04,0.0,0.04,0.0,0.0,0.0,frank mezzanotte,False,AL-3490,2021
AL,3490,412,Principles of Coaching,0.8,0.08,0.04,0.04,0.04,0.0,0.0,0.0,nicholas whitrow,False,AL-3490,2021
AL,3490,413,Principles of Coaching,0.88,0.08,0.0,0.04,0.0,0.0,0.0,0.0,nicholas whitrow,False,AL-3490,2021
AL,3500,400,Sci Basis I/Ex Phy,0.32,0.28,0.2,0.2,0.0,0.0,0.0,0.0,michael godfrey,False,AL-3500,2021
AL,3500,401,Sci Basis I/Ex Phy,0.2,0.4,0.32,0.08,0.0,0.0,0.0,0.0,michael godfrey,False,AL-3500,2021
AL,3520,400,Kinesiology,0.29,0.14,0.07,0.14,0.07,0.0,0.0,0.29,isaac sean colbert,False,AL-3520,2021
AL,3530,400,Athletic Injuries,0.44,0.24,0.2,0.04,0.04,0.0,0.0,0.04,isaac sean colbert,False,AL-3530,2021
AL,3530,401,Athletic Injuries,0.24,0.2,0.36,0.12,0.08,0.0,0.0,0.0,isaac sean colbert,False,AL-3530,2021
AL,3600,400,Hgh Sch Athl Ethical/Legal I,0.54,0.33,0.08,0.04,0.0,0.0,0.0,0.0,clyde keith connor,False,AL-3600,2021
AL,3610,400,Admin/Org of Athletic Pro,0.81,0.07,0.07,0.04,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2021
AL,3610,401,Admin/Org of Athletic Pro,0.88,0.04,0.08,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2021
AL,3610,402,Admin/Org of Athletic Pro,0.73,0.19,0.08,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2021
AL,3620,400,Psychology of Coaching,0.42,0.29,0.17,0.04,0.04,0.0,0.0,0.04,natalie anne carter,False,AL-3620,2021
AL,3620,401,Psychology of Coaching,0.44,0.32,0.16,0.08,0.0,0.0,0.0,0.0,natalie anne carter,False,AL-3620,2021
AL,3620,402,Psychology of Coaching,0.52,0.2,0.12,0.08,0.0,0.0,0.0,0.08,natalie anne carter,False,AL-3620,2021
AL,3720,400,Coaching Basketball,0.52,0.35,0.04,0.0,0.04,0.0,0.0,0.04,edmond fry,False,AL-3720,2021
AL,3740,400,Coaching Football,0.72,0.16,0.08,0.0,0.04,0.0,0.0,0.0,edmond fry,False,AL-3740,2021
AL,3750,400,Coaching Soccer,0.88,0.08,0.04,0.0,0.0,0.0,0.0,0.0,justin hickey,False,AL-3750,2021
AL,3760,400,Coaching Strength/Conditi,0.74,0.11,0.07,0.0,0.04,0.0,0.0,0.04,edmond fry,False,AL-3760,2021
AL,3760,401,Coaching Strength/Conditi,0.69,0.23,0.0,0.04,0.0,0.0,0.0,0.04,edmond fry,False,AL-3760,2021
AL,4000,400,Athletic Leadership Interns,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,deborah jo cadorette,False,AL-4000,2021
AL,4380,400,Student Athlete Developm,0.33,0.44,0.17,0.0,0.06,0.0,0.0,0.0,michael godfrey,False,AL-4380,2021
AL,4380,401,Coaching Softball/Baseball,0.54,0.17,0.04,0.17,0.08,0.0,0.0,0.0,justin hickey,False,AL-4380,2021
AL,4380,402,High School Sports Officiati,0.72,0.16,0.0,0.0,0.0,0.0,0.0,0.12,clyde keith connor,False,AL-4380,2021
AL,8380,400,Intercoll Ath Personnel Mg,0.65,0.3,0.05,0.0,0.0,0.0,0.0,0.0,kyle young,False,AL-8380,2021
AL,8380,401,Intercoll Ath Personnel Mg,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,kyle young,False,AL-8380,2021
AL,8380,402,Sports Op & Team Culture,0.56,0.25,0.13,0.0,0.06,0.0,0.0,0.0,julianna carlson,False,AL-8380,2021
AL,8380,403,Sports Op & Team Culture,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,julianna carlson,False,AL-8380,2021
AL,8500,400,Principles Strength and Co,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8500,2021
AL,8630,400,Socio Dynam in Intercol At,0.63,0.29,0.08,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8630,2021
AL,8630,401,Socio Dynam in Intercol At,0.27,0.27,0.36,0.0,0.09,0.0,0.0,0.0,sarah stokowski,False,AL-8630,2021
AL,8630,402,Socio Dynam in Intercol At,0.45,0.36,0.18,0.0,0.0,0.0,0.0,0.0,sarah stokowski,False,AL-8630,2021
AL,8640,400,Ethical Iss in Collegiate Ath,0.84,0.12,0.04,0.0,0.0,0.0,0.0,0.0,janna butler,False,AL-8640,2021
AL,8640,401,Ethical Iss in Collegiate Ath,0.65,0.25,0.1,0.0,0.0,0.0,0.0,0.0,janna butler,False,AL-8640,2021
AL,8640,402,Ethical Iss in Collegiate Ath,0.45,0.25,0.1,0.0,0.2,0.0,0.0,0.0,janna butler,False,AL-8640,2021
AL,8700,400,Intercoll Athletics Finance,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,misty soles,False,AL-8700,2021
AL,8700,401,Intercoll Athletics Finance,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,misty soles,False,AL-8700,2021
ANTH,2010,1,Introduction to Anthropol,0.65,0.22,0.08,0.01,0.02,0.0,0.0,0.01,suzanna tremblay,False,ANTH-2010,2021
ANTH,2010,2,Introduction to Anthropol,0.73,0.25,0.02,0.0,0.0,0.0,0.0,0.0,suzanna tremblay,False,ANTH-2010,2021
ANTH,2010,3,Introduction to Anthropol,0.75,0.17,0.07,0.02,0.0,0.0,0.0,0.0,david markus,False,ANTH-2010,2021
ANTH,2010,4,Introduction to Anthropol,0.37,0.38,0.09,0.05,0.05,0.0,0.0,0.06,lisa rapaport,False,ANTH-2010,2021
ANTH,2010,5,Introduction to Anthropol,0.09,0.16,0.52,0.05,0.07,0.0,0.0,0.11,john coggeshall,False,ANTH-2010,2021
ANTH,2050,1,Professional Development,0.67,0.08,0.17,0.0,0.0,0.0,0.0,0.0,katherine weisensee,False,ANTH-2050,2021
ANTH,3250,1,The Anthropology of Food,0.46,0.34,0.15,0.02,0.0,0.0,0.0,0.02,yi wu,False,ANTH-3250,2021
ANTH,3310,1,Archaeology,0.63,0.17,0.1,0.0,0.07,0.0,0.0,0.0,david markus,False,ANTH-3310,2021
ANTH,3510,1,Biological Anthropology,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,suzanna tremblay,False,ANTH-3510,2021
ANTH,3530,1,Forensic Anthropology,0.68,0.27,0.05,0.0,0.0,0.0,0.0,0.0,suzanna tremblay,False,ANTH-3530,2021
ANTH,3910,1,Medical Anthropology,0.33,0.22,0.11,0.0,0.11,0.0,0.0,0.22,yanhua zhang,False,ANTH-3910,2021
ANTH,4040,1,Anthropological Theories,0.12,0.41,0.41,0.0,0.0,0.0,0.0,0.0,john coggeshall,False,ANTH-4040,2021
ANTH,4270,1,"Anth of Rel, Magic, Witchc",0.86,0.03,0.08,0.0,0.03,0.0,0.0,0.0,carolyn cand coffman,False,ANTH-4270,2021
ARCH,1510,1,Arch Communication,0.56,0.25,0.13,0.0,0.0,0.0,0.0,0.0,sallie hambright-belue,False,ARCH-1510,2021
ARCH,1510,2,Arch Communication,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,sallie hambright-belue,False,ARCH-1510,2021
ARCH,1510,3,Arch Communication,0.27,0.47,0.07,0.0,0.13,0.0,0.0,0.07,berrin terim,False,ARCH-1510,2021
ARCH,1510,4,Arch Communication,0.63,0.19,0.06,0.0,0.0,0.0,0.0,0.06,stacy hope scott,False,ARCH-1510,2021
ARCH,1510,5,Arch Communication,0.69,0.19,0.0,0.0,0.06,0.0,0.0,0.06,harrison floyd,False,ARCH-1510,2021
ARCH,1510,6,Arch Communication,0.38,0.44,0.13,0.0,0.0,0.0,0.0,0.0,brandon pass,False,ARCH-1510,2021
ARCH,1510,7,Arch Communication,0.64,0.29,0.0,0.0,0.0,0.0,0.0,0.0,swati goel,False,ARCH-1510,2021
ARCH,2520,2,Arch Foundations II,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-2520,2021
ARCH,2520,3,Arch Foundations II,0.53,0.41,0.06,0.0,0.0,0.0,0.0,0.0,harrison floyd,False,ARCH-2520,2021
ARCH,2520,4,Arch Foundations II,0.36,0.57,0.0,0.0,0.07,0.0,0.0,0.0,michael kleiss,False,ARCH-2520,2021
ARCH,2520,5,Arch Foundations II,0.67,0.25,0.08,0.0,0.0,0.0,0.0,0.0,bryan beerman,False,ARCH-2520,2021
ARCH,2520,6,Arch Foundations II,0.79,0.21,0.0,0.0,0.0,0.0,0.0,0.0,james stevens,False,ARCH-2520,2021
ARCH,2700,1,Structures I,0.61,0.28,0.06,0.0,0.03,0.0,0.0,0.03,lancelot paul reres,False,ARCH-2700,2021
ARCH,2700,2,Structures I,0.72,0.19,0.06,0.0,0.0,0.0,0.0,0.03,lancelot paul reres,False,ARCH-2700,2021
ARCH,2710,1,Structures II,0.29,0.54,0.04,0.04,0.04,0.0,0.0,0.07,amy christine trick,False,ARCH-2710,2021
ARCH,3510,1,Studio Clemson,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,douglas hecker,False,ARCH-3510,2021
ARCH,3510,2,Studio Clemson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,david lee,False,ARCH-3510,2021
ARCH,4120,2,History Research,0.57,0.36,0.07,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4120,2021
ARCH,4140,2,Design Seminar,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4140,2021
ARCH,4210,1,Arch Seminar,0.45,0.45,0.09,0.0,0.0,0.0,0.0,0.0,raymond huff,False,ARCH-4210,2021
ARCH,4520,2,Synthesis Studio,0.57,0.29,0.07,0.0,0.0,0.0,0.0,0.07,timothy burl brown,False,ARCH-4520,2021
ARCH,4520,3,Synthesis Studio,0.14,0.21,0.64,0.0,0.0,0.0,0.0,0.0,berrin terim,False,ARCH-4520,2021
ARCH,4520,4,Synthesis Studio,0.29,0.64,0.07,0.0,0.0,0.0,0.0,0.0,david franco santa-cruz,False,ARCH-4520,2021
ARCH,4520,5,Synthesis Studio,0.43,0.43,0.0,0.14,0.0,0.0,0.0,0.0,amy christine trick,False,ARCH-4520,2021
ARCH,4710,1,Arch Hist of Place,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,norman bello,False,ARCH-4710,2021
ARCH,4890,1,Internship,0.77,0.23,0.0,0.0,0.0,0.0,0.0,0.0,ashley jennings,False,ARCH-4890,2021
ARCH,6880,1,Arch Programming,0.64,0.36,0.0,0.0,0.0,0.0,0.0,0.0,byron edwards,False,ARCH-6880,2021
ARCH,8110,1,Visualization II,0.52,0.44,0.04,0.0,0.0,0.0,0.0,0.0,douglas hecker,False,ARCH-8110,2021
ARCH,8320,2,Community 1:1,0.29,0.71,0.0,0.0,0.0,0.0,0.0,0.0,david pastre,False,ARCH-8320,2021
